,recency,hist_spend,past_discount,past_bogo,Surburban,Urban,is_referral,Web,store,offer,conversion
51708,6,29.99,0,1,0,1,0,1,0,1,0
51709,5,30.58,0,1,1,0,1,1,0,0,0
51710,7,97.15,0,1,1,0,1,0,1,1,0
51711,1,837.03,1,1,1,0,1,1,0,0,0
51712,10,66.9,0,1,1,0,0,1,0,0,0
51717,4,112.51,0,1,1,0,0,1,0,0,1
51719,10,29.99,0,1,1,0,0,1,0,1,0
51720,2,569.13,1,1,1,0,1,0,1,0,0
51722,11,29.99,1,0,0,0,1,1,0,0,0
51724,2,801.67,1,1,1,0,1,0,0,1,1
51725,9,29.99,0,1,1,0,0,1,0,1,0
51726,4,29.99,0,1,1,0,0,0,1,1,0
51727,2,399.05,1,1,0,1,0,0,1,1,1
51729,4,257.14,1,0,0,1,0,0,1,1,0
51730,10,357.75,0,1,0,1,0,1,0,0,0
51731,10,135.9,1,0,1,0,1,0,1,0,0
51732,11,93.28,0,1,0,1,1,1,0,1,0
51733,5,442.63,0,1,0,1,0,0,0,1,0
51735,1,66.98,1,0,1,0,0,0,1,1,0
51737,4,267.57,0,1,1,0,1,1,0,1,0
51738,6,74.73,0,1,0,0,1,1,0,0,0
51739,11,254.95,1,0,0,0,1,0,1,1,0
51740,10,156.04,1,0,0,1,1,1,0,0,0
51741,3,260.11,1,1,0,1,1,0,1,0,0
51742,6,431.13,0,1,1,0,0,0,0,1,0
51743,10,895.55,1,1,0,1,1,1,0,0,0
51744,6,29.99,0,1,0,0,0,0,1,1,0
51746,10,497.49,1,1,0,1,0,1,0,1,0
51747,8,658.97,1,1,1,0,1,1,0,1,0
51748,4,196.21,0,1,1,0,1,1,0,1,0
51751,2,82.65,1,0,1,0,1,1,0,0,0
51752,10,175.18,0,1,0,1,0,0,1,0,0
51756,3,282.88,1,0,1,0,1,1,0,1,0
51757,8,29.99,1,0,1,0,1,1,0,1,0
51758,3,60.38,0,1,1,0,1,0,1,0,0
51760,7,172.9,1,0,1,0,0,0,1,0,0
51762,11,29.99,0,1,0,1,1,1,0,1,0
51763,12,219.15,1,1,1,0,1,1,0,1,0
51766,3,404.31,1,0,1,0,1,0,0,1,0
51768,10,211.49,0,1,0,1,0,0,1,0,0
51769,4,182.58,1,0,0,1,0,0,1,0,0
51770,9,59.37,1,0,0,0,1,1,0,1,0
51771,2,361.9,1,0,0,1,1,1,0,0,0
51772,9,60.07,0,1,1,0,1,0,1,1,0
51773,1,155.17,0,1,1,0,1,0,1,1,0
51778,1,209.54,1,1,0,0,0,1,0,0,0
51779,3,92.68,0,1,0,1,0,1,0,0,0
51780,1,52.14,0,1,0,1,1,0,1,1,0
51782,7,36.38,0,1,1,0,0,0,1,1,1
51783,1,1200.5,0,1,1,0,1,0,0,0,0
51784,11,29.99,0,1,0,0,0,0,1,1,0
51785,11,62.45,1,0,0,0,0,0,1,0,0
51786,5,29.99,1,0,0,0,0,0,1,1,0
51788,10,75.82,1,0,1,0,1,1,0,0,0
51789,4,90.82,0,1,1,0,1,1,0,0,1
51790,3,389.98,0,1,0,1,1,0,1,1,1
51791,3,29.99,1,0,1,0,1,1,0,1,0
51794,6,30.87,0,1,0,1,1,1,0,0,1
51796,10,92.66,0,1,1,0,0,1,0,0,0
51798,12,212.29,0,1,1,0,0,0,1,0,0
51800,10,479.62,1,0,1,0,0,0,1,1,1
51802,3,66.3,0,1,0,0,1,0,1,1,0
51803,7,141.83,1,0,0,1,1,0,1,1,0
51804,4,177.25,1,0,0,0,1,0,1,0,0
51805,8,184.95,1,0,0,0,0,1,0,0,0
51806,8,271.87,0,1,0,1,1,1,0,0,0
51807,2,1503.13,0,1,1,0,1,1,0,1,0
51808,2,313.35,1,1,0,0,0,0,1,1,0
51809,10,29.99,0,1,1,0,0,1,0,1,0
51811,1,441.2,1,0,0,1,0,0,1,1,0
51812,4,473.81,1,0,0,1,1,1,0,1,0
51813,7,184.02,1,0,0,1,0,1,0,0,0
51815,11,292.66,1,0,0,0,1,0,1,0,1
51816,1,56.1,0,1,0,0,1,0,1,0,1
51819,4,535.39,1,0,0,0,1,0,0,1,0
51821,3,164.34,0,1,0,0,1,1,0,0,0
51822,5,83.27,1,0,0,1,0,1,0,1,0
51823,2,383.19,0,1,1,0,1,0,0,1,0
51827,3,115.25,0,1,1,0,0,1,0,1,0
51828,4,188.27,1,0,0,1,1,0,1,0,0
51829,2,53.67,1,0,0,1,0,0,1,1,0
51830,2,199.41,1,0,1,0,1,0,1,1,1
51831,10,114.34,1,0,0,1,1,1,0,1,0
51832,6,68.17,0,1,1,0,1,1,0,0,0
51833,12,259.95,1,0,0,1,1,0,1,1,0
51836,5,250.4,1,0,0,0,0,0,0,1,0
51837,4,249.04,0,1,0,1,1,0,1,0,0
51838,8,163.94,0,1,0,1,1,1,0,1,0
51839,2,99.92,1,0,0,0,1,1,0,0,1
51840,3,29.99,0,1,0,1,0,0,1,0,0
51841,11,29.99,1,0,0,1,1,0,1,1,0
51842,9,43.87,1,0,0,1,1,1,0,0,0
51843,3,34.42,0,1,0,1,0,0,1,0,0
51844,2,206.8,0,1,1,0,0,0,0,1,0
51845,1,166.05,0,1,1,0,1,0,1,1,0
51848,9,29.99,0,1,0,1,1,0,1,1,0
51851,2,186.53,0,1,0,1,0,0,1,0,0
51852,2,412.58,1,1,0,0,0,0,0,1,1
51854,5,430.06,1,1,1,0,0,1,0,1,0
51855,8,29.99,1,0,0,1,1,1,0,0,0
51856,4,285.56,1,0,0,1,1,1,0,1,1
51857,3,163.1,0,1,0,1,0,0,1,1,0
51861,10,424.94,0,1,1,0,0,1,0,1,0
51863,12,101.23,1,0,0,1,0,1,0,0,0
51864,1,71.2,1,0,1,0,1,0,1,0,0
51865,2,139.99,0,1,0,1,0,0,1,1,0
51867,5,45.5,0,1,0,0,0,0,1,0,1
51870,9,69.73,0,1,0,0,0,0,1,0,0
51873,10,124.09,1,0,1,0,1,1,0,1,0
51874,9,121.41,1,0,0,1,1,0,1,0,0
51875,8,222.8,0,1,0,1,0,1,0,0,0
51876,8,464.46,1,0,1,0,0,0,1,1,0
51877,9,29.99,0,1,0,1,0,1,0,1,0
51878,2,29.99,0,1,0,1,0,1,0,0,0
51879,6,281.81,0,1,1,0,0,0,0,1,0
51881,4,296.05,0,1,1,0,1,1,0,1,0
51882,1,43.2,0,1,0,1,1,1,0,1,0
51884,12,60.43,1,0,1,0,1,1,0,1,1
51885,1,473.23,1,0,0,1,1,1,0,0,0
51886,3,180.29,1,0,0,1,1,1,0,1,0
51888,8,91.32,1,0,1,0,1,1,0,0,1
51889,6,96.99,0,1,1,0,0,0,1,1,0
51890,6,377.02,1,0,1,0,1,1,0,0,0
51891,6,90.68,0,1,1,0,0,1,0,0,0
51892,1,362.75,0,1,0,1,0,0,0,0,0
51893,8,59.27,0,1,1,0,0,1,0,0,0
51896,4,394.36,1,0,0,0,0,0,0,0,0
51897,2,373.75,1,0,0,1,0,0,0,0,1
51902,2,152.57,1,0,0,1,1,0,1,1,0
51904,7,46.15,0,1,1,0,1,0,1,0,0
51907,5,248.96,1,0,1,0,1,1,0,1,1
51908,1,197.58,0,1,0,1,1,1,0,1,0
51909,8,170.1,1,0,0,1,1,1,0,1,0
51911,10,29.99,1,0,1,0,0,0,1,0,0
51912,4,89.21,1,0,0,1,0,1,0,1,0
51913,12,29.99,1,0,1,0,0,0,1,0,0
51915,10,29.99,0,1,1,0,0,0,1,1,1
51917,3,139.34,1,0,0,0,1,0,1,0,0
51919,2,81.3,0,1,0,1,0,1,0,1,0
51920,5,362.71,0,1,0,1,0,1,0,1,0
51921,7,47.26,0,1,0,1,1,1,0,0,0
51922,7,211.75,0,1,1,0,0,1,0,0,0
51923,3,192.55,1,0,0,1,0,1,0,1,1
51924,10,53.66,1,0,0,1,0,0,1,0,0
51925,1,1896.84,1,0,0,1,1,0,0,1,0
51926,11,71.62,1,0,1,0,1,1,0,0,0
51928,3,57.0,1,0,1,0,1,0,1,1,0
51929,7,47.84,0,1,1,0,1,1,0,1,0
51931,5,925.15,1,0,0,1,1,0,0,0,0
51932,1,39.95,1,0,0,0,0,0,1,1,0
51933,11,213.19,0,1,1,0,1,0,1,0,0
51934,6,150.39,1,0,0,1,0,1,0,0,0
51935,8,249.8,0,1,0,0,0,1,0,1,0
51936,10,218.35,1,1,1,0,0,0,1,1,0
51937,8,29.99,0,1,0,1,0,0,1,1,0
51939,7,268.15,1,1,0,1,0,1,0,0,0
51941,10,146.76,0,1,1,0,1,0,1,0,0
51942,12,39.76,0,1,1,0,1,0,1,1,0
51943,10,29.99,0,1,1,0,1,1,0,0,0
51945,10,346.71,0,1,1,0,0,0,1,0,1
51947,10,67.76,1,0,1,0,1,1,0,1,0
51948,4,63.31,1,0,1,0,0,0,1,0,0
51949,1,363.55,1,1,0,1,1,0,0,0,0
51950,1,402.42,1,1,1,0,1,1,0,1,1
51952,3,849.16,1,1,1,0,1,0,0,0,0
51953,10,278.38,0,1,0,1,0,0,1,0,0
51954,1,144.72,1,0,1,0,1,0,1,0,0
51955,12,42.61,0,1,1,0,0,0,1,1,0
51956,10,39.82,1,0,0,0,1,1,0,1,0
51958,2,601.2,1,0,0,0,1,0,0,1,1
51959,4,152.02,1,0,1,0,1,0,1,0,0
51961,10,257.19,1,0,1,0,0,0,0,0,0
51963,1,66.2,0,1,0,1,1,0,1,1,0
51964,4,104.65,0,1,0,1,1,0,1,1,0
51965,10,278.88,1,0,0,1,0,0,1,1,1
51966,5,218.77,1,0,0,0,0,0,0,1,0
51968,10,129.78,1,0,0,1,1,0,1,0,0
51969,11,29.99,0,1,0,1,1,0,1,1,0
51970,10,683.91,1,1,1,0,1,1,0,0,0
51971,3,252.19,0,1,0,1,0,0,1,0,1
51972,11,88.21,1,0,1,0,1,0,1,0,0
51973,9,214.71,1,0,1,0,0,0,1,0,0
51975,8,321.25,0,1,0,1,0,0,0,0,0
51976,7,451.22,0,1,0,1,0,1,0,0,0
51980,8,198.81,1,0,1,0,0,0,1,0,0
51981,6,540.41,1,1,0,0,1,0,1,0,0
51983,6,171.11,0,1,0,1,0,0,1,0,0
51984,10,29.99,1,0,0,1,1,0,1,1,0
51986,5,31.22,0,1,1,0,1,0,1,1,0
51987,9,29.99,0,1,1,0,0,1,0,0,0
51988,1,468.17,1,0,1,0,1,0,0,1,0
51989,2,47.55,0,1,0,0,0,1,0,1,0
51990,9,212.05,0,1,1,0,0,0,1,1,1
51991,2,294.84,0,1,1,0,0,0,1,0,0
51993,1,842.18,0,1,1,0,1,0,1,0,0
51995,12,154.62,1,0,1,0,1,1,0,0,0
51996,1,410.64,0,1,0,0,1,0,1,1,1
52001,2,131.55,1,0,0,1,0,0,1,1,0
52002,10,35.27,0,1,0,1,1,0,1,1,0
52003,6,197.98,0,1,0,0,1,1,0,1,0
52004,8,179.72,0,1,0,1,0,1,0,0,0
52005,5,38.3,0,1,0,1,0,0,1,1,0
52007,1,74.21,0,1,0,1,0,1,0,0,0
52008,9,29.99,0,1,0,1,1,0,1,0,0
52009,9,31.45,1,0,1,0,0,0,1,1,0
52010,8,156.49,1,0,0,1,0,1,0,1,0
52011,8,265.58,0,1,0,1,1,0,0,1,0
52012,2,698.59,1,1,0,0,1,1,0,0,0
52014,9,99.87,0,1,0,1,1,1,0,1,0
52015,3,47.53,1,0,0,1,0,1,0,1,0
52017,1,634.53,0,1,0,1,1,0,0,0,0
52019,1,44.65,1,0,0,0,1,0,1,0,0
52021,10,261.85,1,0,0,1,0,1,0,0,1
52022,9,54.16,0,1,1,0,0,0,1,1,1
52023,2,145.02,0,1,0,0,0,0,1,1,1
52024,3,601.71,1,0,0,1,1,1,0,1,0
52025,8,165.73,1,0,0,1,1,1,0,0,0
52027,6,175.3,1,0,0,1,1,1,0,0,0
52032,2,379.51,1,0,1,0,0,0,0,0,0
52034,9,533.8,1,0,0,0,1,0,0,0,1
52036,5,53.86,1,0,1,0,0,1,0,1,0
52037,5,296.97,0,1,0,1,0,0,1,1,1
52038,3,147.91,1,0,0,1,1,0,1,0,0
52039,6,322.36,1,0,0,1,0,0,1,1,0
52040,10,250.94,1,1,0,1,0,0,1,1,0
52041,2,601.11,1,1,0,1,1,1,0,0,1
52042,7,31.65,0,1,1,0,1,0,1,0,0
52043,8,82.35,1,0,0,1,0,1,0,0,0
52044,9,39.7,1,0,0,1,0,1,0,0,0
52045,7,241.27,1,1,1,0,1,0,1,1,0
52047,6,29.99,0,1,1,0,1,0,1,1,0
52049,6,688.5,1,0,1,0,1,1,0,0,1
52054,7,159.82,1,0,0,1,0,1,0,1,0
52055,1,90.28,0,1,0,1,0,0,1,1,0
52056,5,47.45,1,0,1,0,1,0,1,0,0
52057,2,1146.39,1,1,1,0,1,0,0,1,1
52058,2,696.72,1,0,1,0,1,0,1,0,0
52061,8,151.74,0,1,1,0,1,1,0,0,0
52064,8,342.25,0,1,0,1,0,1,0,0,0
52066,5,316.81,1,0,0,1,0,0,1,1,0
52067,3,161.81,0,1,1,0,1,1,0,0,0
52068,2,95.41,0,1,0,1,1,1,0,1,1
52073,2,432.9,0,1,1,0,0,0,0,1,1
52074,9,396.5,0,1,1,0,0,0,1,0,0
52077,7,92.54,0,1,1,0,1,0,1,1,0
52078,1,897.27,0,1,1,0,1,1,0,0,1
52079,8,101.25,0,1,1,0,0,1,0,1,0
52080,3,711.8,1,1,1,0,1,1,0,0,0
52082,9,68.0,1,0,0,0,0,0,1,1,0
52083,2,182.58,1,0,0,1,1,0,1,0,0
52084,11,54.32,0,1,0,1,0,0,1,0,0
52085,6,306.29,0,1,1,0,0,0,1,0,0
52086,6,371.95,1,0,0,1,0,1,0,0,0
52087,6,953.64,1,1,1,0,1,0,1,0,0
52088,7,210.06,0,1,1,0,1,0,1,1,0
52092,8,602.33,1,1,0,1,1,1,0,0,0
52093,7,87.56,0,1,1,0,1,0,1,1,0
52094,4,668.22,0,1,0,0,1,1,0,1,0
52095,3,250.22,0,1,0,1,1,1,0,0,0
52096,3,159.22,1,0,0,0,0,0,1,1,1
52097,3,86.11,1,0,0,1,0,0,1,1,0
52099,9,109.68,1,0,0,0,1,1,0,1,0
52101,1,499.78,0,1,0,1,1,0,0,0,0
52105,8,29.99,0,1,1,0,0,1,0,0,0
52106,12,65.6,0,1,0,1,0,0,1,1,1
52107,2,198.37,1,0,0,1,1,1,0,0,0
52108,4,136.21,0,1,1,0,1,0,1,0,0
52109,1,661.04,1,0,1,0,1,0,0,0,0
52110,7,281.69,1,0,0,1,1,0,1,0,0
52112,1,54.04,1,0,1,0,0,1,0,1,0
52113,1,165.29,1,0,0,1,0,1,0,1,0
52114,1,924.73,0,1,1,0,1,0,0,0,0
52116,6,177.3,1,0,1,0,0,0,1,1,1
52117,11,218.13,1,1,0,0,0,0,1,0,0
52119,10,221.52,1,1,0,0,0,1,0,1,0
52120,8,189.28,1,0,1,0,0,0,1,1,0
52122,3,72.17,1,0,0,0,1,1,0,0,0
52123,7,303.5,0,1,1,0,0,1,0,0,0
52125,2,289.44,1,0,1,0,0,0,0,0,1
52126,4,29.99,0,1,0,0,0,0,1,0,0
52128,1,357.41,0,1,0,0,0,0,0,0,0
52129,6,262.36,0,1,0,1,0,1,0,1,0
52130,3,166.64,0,1,0,1,1,1,0,1,0
52131,1,40.13,1,0,0,0,1,1,0,1,0
52132,12,522.73,0,1,0,0,1,1,0,0,0
52133,12,216.6,1,0,0,1,0,1,0,1,0
52134,5,99.93,0,1,1,0,1,0,1,1,0
52137,1,262.68,1,1,1,0,1,0,1,1,0
52139,6,483.86,0,1,1,0,0,0,1,1,0
52140,3,279.21,0,1,0,1,0,0,1,0,0
52143,8,93.91,1,0,0,1,1,1,0,0,0
52144,9,257.47,0,1,1,0,1,0,1,0,0
52145,9,29.99,0,1,1,0,0,1,0,0,0
52147,6,470.67,1,1,0,1,0,0,0,1,1
52148,5,86.03,1,0,0,1,1,1,0,1,0
52149,7,160.49,0,1,1,0,0,1,0,0,0
52150,3,99.55,1,0,1,0,0,1,0,0,0
52152,2,368.52,1,1,1,0,0,0,0,1,0
52153,5,84.97,1,0,1,0,1,1,0,0,1
52154,2,46.11,1,0,1,0,0,0,1,0,0
52156,2,227.67,1,1,1,0,1,1,0,1,1
52157,11,97.51,1,0,0,1,1,1,0,1,0
52159,6,829.96,1,0,0,1,1,0,0,0,0
52160,2,286.41,0,1,0,1,1,0,0,1,0
52165,3,29.99,0,1,1,0,0,1,0,0,0
52169,2,29.99,0,1,0,1,1,1,0,1,0
52170,4,127.57,0,1,0,1,0,1,0,1,0
52171,2,269.64,1,0,0,0,0,0,1,0,0
52172,10,247.64,1,0,0,1,0,1,0,1,0
52173,2,30.81,0,1,0,1,0,1,0,0,0
52174,10,30.61,0,1,0,1,1,1,0,0,0
52175,4,519.44,0,1,0,0,1,0,1,0,0
52176,10,29.99,0,1,1,0,1,1,0,1,1
52177,5,29.99,0,1,1,0,0,1,0,0,0
52178,4,239.74,1,0,0,1,0,1,0,1,0
52179,4,404.74,0,1,1,0,0,1,0,1,0
52180,6,72.13,0,1,0,1,0,0,1,0,0
52182,11,252.63,1,0,0,1,0,0,0,0,0
52183,4,29.99,1,0,0,0,1,0,1,1,0
52184,9,729.7,1,0,0,1,1,1,0,0,0
52187,3,587.38,0,1,1,0,1,0,0,0,0
52188,3,131.14,1,0,1,0,1,1,0,1,0
52189,12,312.45,1,1,0,1,1,1,0,0,0
52190,1,324.34,1,1,0,1,0,0,0,1,0
52191,4,397.75,0,1,0,1,0,0,1,1,1
52194,3,108.58,0,1,0,1,0,1,0,0,0
52196,3,56.42,0,1,0,1,0,1,0,0,0
52197,1,29.99,0,1,0,1,0,1,0,1,0
52198,5,1209.42,1,1,0,1,1,1,0,0,1
52199,9,424.97,1,1,0,1,0,0,0,0,0
52200,7,570.78,1,1,1,0,1,0,0,1,0
52202,9,245.01,1,0,0,1,0,0,0,0,0
52205,3,127.93,1,0,1,0,1,1,0,0,0
52206,10,37.94,0,1,0,1,0,0,1,1,1
52209,1,263.19,0,1,1,0,1,0,1,0,0
52210,2,972.7,0,1,1,0,1,0,0,1,0
52211,2,34.32,0,1,1,0,0,0,1,1,1
52213,1,911.35,1,1,1,0,1,0,1,1,0
52214,6,101.42,0,1,0,1,0,1,0,0,0
52215,11,65.09,1,0,0,1,0,0,1,0,0
52216,3,95.46,1,0,0,0,1,0,1,0,0
52218,9,494.15,1,1,0,1,0,1,0,0,0
52219,1,915.79,1,1,1,0,1,0,0,1,0
52220,7,29.99,1,0,1,0,1,0,1,0,0
52222,7,200.31,1,0,1,0,0,0,1,1,0
52223,12,29.99,1,0,1,0,1,0,1,0,0
52225,10,85.22,1,0,0,1,0,1,0,1,1
52226,3,43.45,1,0,0,0,0,0,1,1,0
52227,9,29.99,1,0,1,0,1,1,0,0,0
52228,6,260.63,1,0,1,0,0,0,0,1,0
52230,10,655.12,1,0,1,0,1,0,1,1,0
52232,2,151.61,1,0,1,0,0,0,1,1,0
52233,6,290.82,0,1,0,1,0,1,0,1,1
52234,4,47.62,1,0,1,0,1,1,0,1,0
52236,3,32.09,0,1,0,0,0,1,0,0,1
52238,1,80.62,1,0,0,0,1,1,0,1,0
52239,5,160.37,1,0,0,1,1,0,1,0,0
52240,3,166.94,0,1,1,0,1,1,0,1,1
52241,2,119.8,1,0,0,0,1,1,0,0,0
52243,1,72.16,0,1,0,1,1,0,1,0,0
52244,11,29.99,1,0,1,0,0,0,1,0,0
52245,9,127.81,0,1,1,0,1,1,0,1,0
52246,3,39.42,1,0,0,0,1,1,0,1,1
52247,10,36.41,0,1,1,0,1,0,1,1,0
52250,8,170.69,1,0,1,0,0,1,0,1,0
52251,12,104.41,1,0,0,1,0,1,0,0,0
52253,6,223.47,1,0,0,0,0,1,0,1,0
52254,1,36.97,0,1,0,1,0,1,0,1,0
52255,2,644.62,0,1,1,0,1,0,0,0,0
52256,2,58.44,1,0,1,0,1,0,1,0,0
52258,8,39.82,1,0,1,0,1,1,0,0,0
52259,3,474.06,0,1,1,0,1,1,0,1,0
52260,8,57.27,1,0,0,1,0,1,0,0,0
52261,1,470.18,1,1,0,1,0,0,0,1,0
52262,1,355.23,1,0,0,1,0,1,0,0,0
52263,7,325.34,1,1,0,0,0,1,0,1,1
52264,9,30.19,0,1,1,0,1,1,0,0,0
52268,3,29.99,1,0,1,0,0,0,1,1,0
52269,7,306.47,0,1,1,0,0,0,0,0,0
52270,6,29.99,0,1,0,1,0,1,0,1,0
52271,1,184.7,1,0,1,0,0,0,1,1,0
52272,11,485.77,1,0,0,1,0,0,1,0,0
52273,5,232.98,1,0,1,0,0,1,0,0,1
52274,1,64.48,0,1,0,0,1,0,1,0,0
52277,9,330.97,1,0,1,0,1,1,0,1,0
52278,10,29.99,1,0,0,1,1,0,1,0,0
52282,4,238.89,1,1,0,1,0,0,1,0,1
52283,3,401.41,1,1,1,0,0,0,0,1,1
52285,3,76.69,1,0,0,1,1,0,1,1,0
52286,10,95.56,1,0,0,1,1,1,0,1,0
52288,4,93.18,0,1,0,1,0,0,1,1,0
52289,1,222.22,0,1,0,1,1,1,0,0,0
52291,7,72.05,1,0,0,1,1,0,1,1,0
52292,4,262.43,1,1,0,0,0,1,0,0,0
52293,9,108.17,0,1,0,0,0,0,1,1,0
52295,7,42.82,1,0,0,1,0,0,1,0,0
52296,10,534.4,1,0,1,0,1,0,1,0,0
52298,2,443.5,1,0,0,1,1,0,0,1,1
52300,1,682.1,1,0,0,1,1,0,1,1,0
52301,9,29.99,0,1,1,0,1,0,1,0,0
52302,10,94.75,0,1,0,1,0,0,1,0,0
52303,4,284.99,1,0,0,1,1,0,1,1,0
52304,4,117.54,1,0,0,1,0,1,0,0,0
52306,1,220.33,1,0,0,1,1,0,0,1,0
52307,5,29.99,0,1,0,1,1,0,1,0,0
52308,2,94.71,1,0,0,1,0,0,1,1,0
52309,8,29.99,0,1,0,1,0,1,0,1,0
52312,1,90.86,1,0,0,1,1,0,1,1,0
52314,6,129.43,1,0,1,0,1,1,0,1,0
52315,4,155.16,0,1,0,1,1,0,1,1,1
52316,8,126.97,1,0,1,0,0,0,1,1,0
52317,3,43.47,0,1,0,1,1,1,0,1,0
52318,1,1927.91,1,1,1,0,1,0,1,0,1
52319,6,95.93,0,1,1,0,0,0,1,0,1
52320,6,619.09,1,1,1,0,1,1,0,0,0
52321,2,351.12,0,1,0,0,0,1,0,0,1
52322,5,92.87,0,1,0,1,0,0,1,0,0
52325,11,132.3,0,1,1,0,0,0,1,1,0
52326,6,315.17,1,0,1,0,0,0,1,1,0
52327,6,624.24,0,1,0,1,1,0,0,0,0
52329,11,329.78,1,1,1,0,0,0,0,0,0
52331,3,195.74,0,1,0,1,0,0,1,0,0
52332,8,244.11,1,0,0,0,1,1,0,1,0
52333,2,83.7,0,1,1,0,0,1,0,1,1
52334,3,328.04,0,1,1,0,1,1,0,1,0
52335,4,85.21,1,0,0,1,1,1,0,0,0
52337,2,248.84,1,0,0,0,0,0,0,0,0
52340,2,254.07,1,1,0,1,0,0,1,1,1
52341,11,254.42,1,1,1,0,1,0,0,1,0
52342,9,82.96,0,1,1,0,1,0,1,0,0
52343,8,602.97,0,1,1,0,1,0,0,0,0
52344,4,195.61,1,0,1,0,1,1,0,1,0
52346,3,426.04,0,1,0,1,0,0,0,1,0
52347,11,39.5,0,1,0,1,1,0,1,1,0
52348,9,156.5,1,0,1,0,0,0,1,1,0
52349,2,296.77,1,1,1,0,1,0,1,0,0
52350,3,29.99,0,1,0,1,0,0,1,1,0
52351,4,299.92,1,0,0,0,0,0,1,0,0
52353,9,366.56,1,0,0,1,0,0,1,0,1
52355,2,128.65,0,1,1,0,0,0,1,1,0
52358,3,36.9,1,0,0,1,1,1,0,0,0
52359,3,137.1,0,1,1,0,0,1,0,0,0
52360,1,112.38,1,0,1,0,1,0,1,0,0
52361,2,29.99,0,1,1,0,1,0,1,0,0
52362,12,40.14,1,0,0,1,1,0,1,0,0
52363,3,118.14,1,0,0,1,1,0,1,1,0
52364,1,600.17,1,1,1,0,1,0,0,0,0
52366,7,333.14,0,1,0,1,0,0,1,0,0
52369,9,587.9,0,1,1,0,1,0,0,1,0
52370,3,323.65,0,1,0,0,0,0,0,0,0
52371,7,243.71,1,0,0,1,1,1,0,0,0
52372,9,84.35,1,0,0,1,1,0,1,1,1
52373,1,195.55,1,0,1,0,0,1,0,0,0
52375,9,144.72,0,1,0,1,0,1,0,1,0
52376,4,383.5,1,0,0,0,0,1,0,0,0
52377,1,276.9,1,1,1,0,0,1,0,0,0
52378,7,30.47,1,0,1,0,0,0,1,1,1
52379,9,42.06,0,1,1,0,0,0,1,0,0
52380,9,199.23,1,0,0,1,0,1,0,0,0
52382,2,29.99,1,0,1,0,0,1,0,0,1
52383,4,311.36,1,0,1,0,0,0,0,1,0
52384,4,398.06,0,1,1,0,0,1,0,0,1
52385,2,167.77,1,0,1,0,1,1,0,1,1
52386,12,580.43,0,1,0,0,1,0,0,1,0
52389,3,104.27,1,0,0,1,0,0,1,1,0
52391,3,64.27,1,0,0,1,1,1,0,1,0
52392,10,365.8,1,0,0,1,0,0,1,0,0
52393,9,29.99,0,1,0,1,0,1,0,0,1
52395,8,29.99,1,0,1,0,0,0,1,1,0
52396,3,97.12,0,1,1,0,1,1,0,0,0
52397,1,476.15,0,1,0,1,0,0,0,1,0
52398,11,39.34,0,1,1,0,1,1,0,1,0
52399,8,42.64,0,1,1,0,0,1,0,1,0
52400,4,232.19,1,1,0,1,0,0,1,0,0
52401,11,97.72,0,1,1,0,0,1,0,0,0
52402,1,353.55,1,0,0,1,0,0,1,0,1
52403,2,69.99,1,0,1,0,1,1,0,1,0
52404,5,175.45,1,0,1,0,0,0,1,1,0
52406,10,124.38,0,1,1,0,1,1,0,1,0
52407,8,29.99,0,1,1,0,0,1,0,1,0
52408,4,111.63,0,1,1,0,1,0,1,1,0
52415,2,103.07,0,1,0,1,1,0,1,0,0
52417,2,965.2,1,0,1,0,1,0,0,1,0
52418,1,427.31,0,1,0,1,0,0,1,0,0
52420,2,185.1,0,1,1,0,0,0,1,1,0
52421,10,487.05,1,0,0,0,0,0,0,0,0
52422,3,29.99,1,0,0,1,0,1,0,0,0
52423,1,221.06,0,1,1,0,0,0,1,0,0
52424,12,446.56,0,1,1,0,0,0,0,1,1
52426,1,99.08,0,1,0,1,0,1,0,0,0
52427,7,603.54,1,0,0,1,1,0,0,1,0
52428,5,48.54,0,1,0,1,1,1,0,1,0
52429,6,307.73,1,0,0,1,1,0,1,1,1
52431,3,996.16,1,0,0,1,1,0,1,0,0
52433,6,1034.31,1,1,0,1,1,1,0,0,0
52435,4,172.92,0,1,0,1,0,1,0,1,1
52436,9,73.37,0,1,0,1,1,0,1,1,0
52437,3,130.11,1,0,0,0,1,0,1,0,0
52438,1,93.82,1,0,0,1,1,0,1,0,0
52440,4,252.76,1,1,0,0,0,0,1,1,0
52441,1,595.14,0,1,0,1,1,0,1,0,0
52442,10,156.24,0,1,1,0,0,0,1,0,0
52443,6,222.33,1,0,0,0,0,0,1,1,0
52444,2,250.08,1,1,0,0,0,0,0,1,1
52445,4,29.99,0,1,0,1,1,0,1,1,0
52446,11,97.97,1,0,0,0,0,0,1,1,0
52447,2,29.99,1,0,1,0,0,0,1,0,0
52449,7,68.43,1,0,1,0,1,0,1,0,0
52450,2,173.31,1,0,0,0,1,1,0,1,0
52451,11,67.36,1,0,0,0,1,1,0,1,1
52452,9,378.89,0,1,0,1,0,1,0,0,0
52454,9,214.51,1,0,0,1,1,0,1,0,0
52455,10,235.68,1,0,1,0,0,0,1,1,0
52456,2,636.52,0,1,1,0,1,0,0,1,0
52457,1,29.99,1,0,1,0,1,0,1,1,0
52458,7,77.94,1,0,0,1,1,0,1,1,0
